ID,Time_GMT,Phone,Organization,Rating,NumberReview,Category,Country,CountryCode,State,City,Street,Building
25,12-03-2021 02:18,12568207272,Papa John's Pizza,4,3,Delivery,USA,US,AL,Anniston, 13 Bill Robison,13
26,12-03-2021 02:18,12567820106,Struts of Jacksonville,4,29,Delivery,USA,US,AL,Jacksonville, 500 Forney Ave,500
27,12-03-2021 02:18,12568319033,Panda Express,3,27,Delivery,USA,US,AL,Oxford, 20 Commons,20
28,12-03-2021 02:18,12562373251,Pizza Hut,2.5,5,Delivery,USA,US,AL,Anniston, 322 Blue Mountain,322
29,12-03-2021 02:18,12568358102,Struts of Oxford,3,38,Delivery,USA,US,AL,Oxford, 88 Ali,88
30,12-03-2021 02:18,12568356725,Panera Bread,3,41,Delivery,USA,US,AL,Oxford, 21 Commons,21
31,12-03-2021 02:18,12567820008,Effina's Tuscan Grille,3.5,48,Delivery,USA,US,AL,Jacksonville, 501 Pelham Rd,501
32,12-03-2021 02:18,12568314911,Olive Garden Italian Restaurant,3.5,39,Delivery,USA,US,AL,Oxford, 401 Oxford Exchange,401
33,12-03-2021 02:18,12562364333,Popeyes Louisiana Kitchen,3.5,5,Delivery,USA,US,AL,Anniston, 1925 Quintard,1925
34,12-03-2021 02:18,12568206035,Arby's,1,3,Delivery,USA,US,AL,Anniston, 5626 Mcclellan,5626
35,12-03-2021 02:18,12563914715,Chicken Salad Chick - Oxford,4,7,Delivery,USA,US,AL,Oxford, 501 Oxford Exchange,501
36,12-03-2021 02:18,12568312615,Firehouse Subs,4,7,Delivery,USA,US,AL,Oxford, 552 Oxford Exchange,552
37,12-03-2021 02:18,12568324771,Zaxby's Chicken Fingers & Buffalo Wings,3.5,15,Delivery,USA,US,AL,Oxford, 91 Colonial,91
38,12-03-2021 02:18,12562388147,Arby's,2,1,Delivery,USA,US,AL,Anniston, 1817 Quintard,1817
39,12-03-2021 02:18,12562373132,Zaxby's Chicken Fingers & Buffalo Wings,2.5,5,Delivery,USA,US,AL,Anniston, 3234 McClellan,3234
40,12-03-2021 02:18,12565304100,Domino's Pizza,2,4,Delivery,USA,US,AL,Anniston, 5130 McClellan,5130
41,12-03-2021 02:18,12563652001,Jimmy John's,4.5,2,Delivery,USA,US,AL,Jacksonville, 505 Pelham Rd,505
42,12-03-2021 02:18,12564357272,Papa John's Pizza,4.5,2,Delivery,USA,US,AL,Jacksonville, 702 South Pelham,702
43,12-03-2021 02:18,12568353595,Cicis,2.5,6,Delivery,USA,US,AL,Oxford, Snow,657
44,12-03-2021 02:18,12568313926,Arby's,3,3,Delivery,USA,US,AL,Oxford, 1003 Quintard,1003
45,12-03-2021 02:18,12568357272,Papa John's Pizza,2,4,Delivery,USA,US,AL,Oxford, 1225 Snow,1225
46,12-03-2021 02:18,12568319854,Arby's,3,6,Delivery,USA,US,AL,Oxford, 30 Oxford,30
47,12-03-2021 02:18,12568319696,Domino's Pizza,3,11,Delivery,USA,US,AL,Oxford, 1720 Hamric Dr,1720
48,12-03-2021 02:18,12564358200,Domino's Pizza,3,2,Delivery,USA,US,AL,Jacksonville, 405 Pelham Rd,405
49,12-03-2021 02:18,12564355202,Pizza Hut,4,1,Delivery,USA,US,AL,Jacksonville, 816 Pelham Rd,816
50,12-03-2021 02:18,12564030346,Popeyes Louisiana Kitchen,3.5,3,Delivery,USA,US,AL,Oxford, 123 Colonial,123
51,12-03-2021 02:21,12562337627,Village Pizza,3.5,59,Delivery,USA,US,AL,Athens, 222 Market St,222
52,12-03-2021 02:21,12564444005,Ramona Js Resturant,5,6,Delivery,USA,US,AL,Athens, 1212 US Hwy 31,1212
53,12-03-2021 02:21,12562332299,Steak-Out,2.5,6,Delivery,USA,US,AL,Athens, 1106 Jefferson St,1106
54,12-03-2021 02:21,12568676147,Panera Bread,3.5,5,Delivery,USA,US,AL,Athens, 1323 US Highway 72,1323
55,12-03-2021 02:21,12562169994,Bojangles' Famous Chicken and Biscuits,3.5,15,Delivery,USA,US,AL,Athens, 1316 US Highway 72,1316
56,12-03-2021 02:21,12568001010,Marco's Pizza,3,7,Delivery,USA,US,AL,Athens, 22099 Highway 72,22099
57,12-03-2021 02:21,12569985300,Buffalo Wild Wings,2.5,30,Delivery,USA,US,AL,Athens, 22099 Highway 72,22099
58,12-03-2021 02:21,12562330098,Zaxby's Chicken Fingers & Buffalo Wings,3.5,22,Delivery,USA,US,AL,Athens, 221 French Farms,221
59,12-03-2021 02:21,12565623889,Panda Express,4,1,Delivery,USA,US,AL,Athens, 22090 US Hwy,22090
60,12-03-2021 02:21,12562334700,Domino's Pizza,3.5,7,Delivery,USA,US,AL,Athens, 119 US Highway 31,119
61,12-03-2021 02:21,12562323000,Papa John's Pizza,4.5,3,Delivery,USA,US,AL,Athens, 916 Us Highway 72,916
62,12-03-2021 02:21,12562161099,Papa Murphy's,5,1,Delivery,USA,US,AL,Athens, 1001 Hwy 72,1001
63,12-03-2021 02:21,12562165556,Firehouse Subs,4,5,Delivery,USA,US,AL,Athens, 935 Hwy,935
64,12-03-2021 02:21,12568581600,Al Shish Palace,4.5,56,Delivery,USA,US,AL,Madison, 1591 Hughes,1591
65,12-03-2021 02:21,12564610880,Golden China Restaurant,4,32,Delivery,USA,US,AL,Madison, 300 Hughes,300
66,12-03-2021 02:21,12564444710,Popeyes Louisiana Kitchen,2,7,Delivery,USA,US,AL,Athens, 550 US Hwy 72,550
67,12-03-2021 02:21,12562331223,Pizza Hut,3.5,3,Delivery,USA,US,AL,Athens, 229 French Farms,229
68,12-03-2021 02:21,12567211188,China Dragon,4,20,Delivery,USA,US,AL,Madison, 7190 Wall Triana,7190
69,12-03-2021 02:21,12563028024,Mangia Italian Restaurant,3.5,14,Delivery,USA,US,AL,Huntsville, 2288 Zierdt,2288
70,12-03-2021 02:21,12563250925,Rome2Greece,4,87,Delivery,USA,US,AL,Madison, 1591 Hughes,1591
71,12-03-2021 02:21,12568642019,Marco's Pizza,4,31,Delivery,USA,US,AL,Madison, 7559 Hwy 72,7559
72,12-03-2021 02:21,12567212323,Hibachi Express,3.5,30,Delivery,USA,US,AL,Madison, 1079 Balch,1079
73,12-03-2021 02:21,12562337507,Arby's,2,4,Delivery,USA,US,AL,Athens, 600 US Hwy 72,600
74,12-03-2021 02:21,12568908873,Panda Express,2.5,38,Delivery,USA,US,AL,Madison, 8598 Hwy 72,8598
75,12-03-2021 02:21,12567720990,New China Restaurant,3,28,Delivery,USA,US,AL,Madison, 8580 Madison,8580
76,12-03-2021 02:21,12563251633,Champy's Chicken,4,89,Delivery,USA,US,AL,Madison, 8020 Madison,8020
77,12-03-2021 02:21,12568308358,Earth and Stone Wood Fired Pizza,3.5,24,Delivery,USA,US,AL,Madison, B 107 A Brookridge,B
78,12-03-2021 02:21,12567729888,Sam & Greg's Pizzeria & Gelateria,4,104,Delivery,USA,US,AL,Madison, 364 Hughes,364
79,12-03-2021 02:21,12563251054,Marco's Pizza,3.5,30,Delivery,USA,US,AL,Madison, 11156 County Line,11156
80,12-03-2021 02:21,12568649997,Jimmy John's,3.5,29,Delivery,USA,US,AL,Madison, 7690 Hwy 72,7690
81,12-03-2021 02:21,12569639444,Big Shake's Hot Chicken and Fish,4,134,Delivery,USA,US,AL,Huntsville, 671 Martin Rd,671
82,12-03-2021 02:21,12569704441,MOD Pizza,4,42,Delivery,USA,US,AL,Madison, 7616 Hwy 72,7616
83,12-03-2021 02:22,12563251575,Teriyaki Madness,3,31,Delivery,USA,US,AL,Madison, 7709 Hwy 72,7709
84,12-03-2021 02:22,12569704330,Tropical Smoothie Cafe,3.5,18,Delivery,USA,US,AL,Madison, 1079 Balch,1079
85,12-03-2021 02:22,12562580880,Bruegger's Bagels,3,30,Delivery,USA,US,AL,Madison, 347 Hughes,347
86,12-03-2021 02:22,12568019463,Cork & Crust Pizzeria & Wine Bar,3.5,102,Delivery,USA,US,AL,Madison, 12120 County Line,12120
87,12-03-2021 02:22,12569702727,Domino's,3.5,8,Delivery,USA,US,AL,Toney,7642,7642
88,12-03-2021 02:22,12564149961,Chicken Salad Chick,3.5,28,Delivery,USA,US,AL,Madison, 7709 Highway 72,7709
89,12-03-2021 02:22,12567217831,Panera Bread,3,50,Delivery,USA,US,AL,Madison, 8179 Highway 72,8179
90,12-03-2021 02:22,12568301964,KFC,2.5,15,Delivery,USA,US,AL,Madison, 7874 Highway 72,7874
91,12-03-2021 02:22,12563250231,Firehouse Subs,3,20,Delivery,USA,US,AL,Huntsville, 1079 Balch,1079
92,12-03-2021 02:22,12567726789,Donatos Pizza,3.5,25,Delivery,USA,US,AL,Madison, 8000 Madison,8000
93,12-03-2021 02:22,12567748181,Apple Lane - Madison,3.5,17,Delivery,USA,US,AL,Madison, 8580 Madison,8580
94,12-03-2021 02:22,12564645300,Schlotzsky's,3.5,19,Delivery,USA,US,AL,Madison, 8969 Highway,8969
95,12-03-2021 02:22,12568642303,Arbys,3.5,15,Delivery,USA,US,AL,Madison, 7785 Highway 72,7785
96,12-03-2021 02:22,12567225565,Zaxby's Chicken Fingers & Buffalo Wings,3,19,Delivery,USA,US,AL,Madison, 8586 Highway 72,8586
97,12-03-2021 02:22,12567748028,Firehouse Subs,3.5,12,Delivery,USA,US,AL,Madison, 8572 Madison,8572
98,12-03-2021 02:22,12567729000,Domino's Pizza,2.5,11,Delivery,USA,US,AL,Madison, 437 Hughes,437
99,12-03-2021 02:22,12563251042,Jersey Mike's Subs,3.5,12,Delivery,USA,US,AL,Madison, 8000 Madison,8000
100,12-03-2021 02:22,12567728897,Pizza Hut,2,18,Delivery,USA,US,AL,Madison, 8830 Madison,8830
101,12-03-2021 02:22,12564610026,Zaxby's Chicken Fingers & Buffalo Wings,3.5,13,Delivery,USA,US,AL,Madison, 100 Ivory,100
102,12-03-2021 02:22,12567215527,Subway,4.5,3,Delivery,USA,US,AL,Madison, 8580 Highway 72,8580
103,12-03-2021 02:22,12564643600,Papa Murphy's,3,4,Delivery,USA,US,AL,Madison, 4577 Wall Triana,4577
104,12-03-2021 02:22,12568308333,Domino's Pizza,2,4,Delivery,USA,US,AL,Madison, 8800 Highway 72,8800
105,12-03-2021 02:22,12567727010,KFC,2,11,Delivery,USA,US,AL,Madison, 8966 Madison,8966
106,12-03-2021 02:22,12564643303,McAlister's Deli,1.5,39,Delivery,USA,US,AL,Huntsville, 1000 Glenn Hearn,1000
107,12-03-2021 02:22,12564647299,Subway,2.5,7,Delivery,USA,US,AL,Huntsville, 671 Martin,671
108,12-03-2021 02:22,12567723111,Papa John's Pizza,2,12,Delivery,USA,US,AL,Madison, 12100 County Line,12100
109,12-03-2021 02:22,12567215640,Pizza Hut,1.5,10,Delivery,USA,US,AL,Madison, 7950 Highway 72,7950
110,12-03-2021 02:22,12567727465,Arby's,3,7,Delivery,USA,US,AL,Madison, 8817 Madison,8817
111,12-03-2021 02:23,12513685646,Pizza Hut,3,5,Delivery,USA,US,AL,Atmore, S Main,1515
112,12-03-2021 02:23,18509948828,Chopstick,3.5,18,Delivery,USA,US,FL,Pace, 5646 Woodbine,5646
113,12-03-2021 02:23,12518674664,Arby's,5,1,Delivery,USA,US,AL,Brewton, 380 South,380
114,12-03-2021 02:23,18505725917,Kazoku Restaurant,3.5,245,Delivery,USA,US,FL,Pensacola, 119 E 9 Mile,119
115,12-03-2021 02:23,12519377072,Arby's,3.5,4,Delivery,USA,US,AL,Bay Minette, 620 McMeans,620
116,12-03-2021 02:23,12518677777,Pizza Hut,1.5,7,Delivery,USA,US,AL,Brewton, 590 South,590
117,12-03-2021 02:23,18505424316,Thai Rice,4.5,9,Delivery,USA,US,FL,Pensacola, 7175 N Davis,7175
118,12-03-2021 02:23,18508579592,Mr.Chen,3.5,85,Delivery,USA,US,FL,Pensacola, 6705 Pine Forest,6705
119,12-03-2021 02:23,12519376714,Pizza Hut,3,7,Delivery,USA,US,AL,Bay Minette, 604 Mcmeans,604
120,12-03-2021 02:23,12514570066,Shipyard Cafe,4,17,Delivery,USA,US,AL,Chickasaw, 101 Telegraph,101
121,12-03-2021 02:24,12516213911,Mellow Mushroom Daphne,4,80,Delivery,USA,US,AL,Daphne, 29698 Frederick,29698
122,12-03-2021 02:24,12519642099,Arby's,4,8,Delivery,USA,US,AL,Loxley, 126 E Flying K,126
123,12-03-2021 02:24,12516791828,China Chef Restaurant,3.5,11,Delivery,USA,US,AL,Saraland, 118 Saraland,118
124,12-03-2021 02:24,12516218501,Dragon City,3.5,39,Delivery,USA,US,AL,Daphne, 2101 US Hwy,2101
125,12-03-2021 02:24,12518090002,Pizza Pro,2.5,3,Delivery,USA,US,AL,Brewton, 1622 Douglas,1622
126,12-03-2021 02:24,18505641465,Boomerang Pizza,4,109,Delivery,USA,US,FL,Milton, Willing,5227
127,12-03-2021 02:24,12513751644,Pizzeria Delphina,4,203,Delivery,USA,US,AL,Mobile, Dauphin,107
128,12-03-2021 02:24,18509370666,China Delight,3.5,12,Delivery,USA,US,FL,Cantonment, 742 N Hwy,742
129,12-03-2021 02:24,12515752088,Pizza Hut,2,3,Delivery,USA,US,AL,Monroeville, 2060 S Hwy 21,2060
130,12-03-2021 02:24,12519900995,Gambino's Italian Grill,4.5,305,Delivery,USA,US,AL,Fairhope, 18 Laurel,18
131,12-03-2021 02:24,18509820200,Buffalo Junction,3.5,31,Delivery,USA,US,FL,Pace,5070,5070
132,12-03-2021 02:24,18509940014,Santino's Pizza & Grinders,3.5,22,Delivery,USA,US,FL,Pace, 5653 Woodbine,5653
133,12-03-2021 02:24,18506239009,Jin Jin Chinese Restaurant,3,17,Delivery,USA,US,FL,Milton, 6209 Hwy,6209
134,12-03-2021 02:24,18504774424,Sky's Pizza Pie,4.5,313,Delivery,USA,US,FL,Pensacola, 5559 N Davis,5559
135,12-03-2021 02:24,12516256550,Marco's Pizza,4.5,20,Delivery,USA,US,AL,Daphne, 2004 US Hwy,2004
136,12-03-2021 02:24,12516263161,Jersey Mike's Subs,4,18,Delivery,USA,US,AL,Daphne, 29660 Hwy,29660
137,12-03-2021 02:24,12512462402,Pizza Hut,2,9,Delivery,USA,US,AL,Jackson, 2123 N,2123
138,12-03-2021 02:24,12516793800,Huddle House,3.5,7,Delivery,USA,US,AL,Saraland, 803 Saraland,803
139,12-03-2021 02:24,12516256544,Newk's Eatery,4,32,Delivery,USA,US,AL,Spanish Fort, 30500 State Highway,30500
140,12-03-2021 02:24,12516265286,Bangkok Thai Daphne,4,69,Delivery,USA,US,AL,Daphne, 28600 US Hwy,28600
141,12-03-2021 02:24,18504664526,Sonny's BBQ,3,14,Delivery,USA,US,FL,Pace, 5145 Hwy 90,5145
142,12-03-2021 02:24,12514385234,219,4.5,56,Delivery,USA,US,AL,Mobile, Conti,219
143,12-03-2021 02:24,12516790871,Godfather's Pizza,4,9,Delivery,USA,US,AL,Saraland, 120 Saraland,120
144,12-03-2021 02:24,18504395247,Pizza Kitchen Restaurant,4,9,Delivery,USA,US,FL,Pensacola, 3012 N 9th,3012
145,12-03-2021 02:24,12512642520,Buster's Brick Oven,4.5,16,Delivery,USA,US,AL,Daphne, Main,1711
146,12-03-2021 02:24,12515177536,Sage Lebanese Cuisine & Cafe,5,133,Delivery,USA,US,AL,Fairhope, 319 Fairhope,319
147,12-03-2021 02:24,12512707262,Wok by B'bay,3.5,51,Delivery,USA,US,AL,Fairhope, 420 Fairhope,420
148,12-03-2021 02:24,12513017556,Valentinos Italian Cusine,4,28,Delivery,USA,US,AL,Mobile, 396 Azalea,396
149,12-03-2021 02:24,12517256912,Iron Hand Brewing,4.5,27,Delivery,USA,US,AL,Mobile, State,206
150,12-03-2021 02:24,18508579975,Chef King,3.5,22,Delivery,USA,US,FL,Pensacola, 8187 W Fairfield,8187
151,12-03-2021 02:24,12516251490,Olive Garden Italian Restaurant,2.5,60,Delivery,USA,US,AL,Spanish Fort, 30500-D State Hwy,30500-D
152,12-03-2021 02:24,12513017348,East Coast Asian Restaurant,3.5,8,Delivery,USA,US,AL,Chickasaw, 422 N Craft,422
153,12-03-2021 02:24,18509959995,Socios Pizza-Pasta,4,80,Delivery,USA,US,FL,Pace, 4430 Hwy,4430
154,12-03-2021 02:24,12516264065,Roll & Go Sushi,5,1,Delivery,USA,US,AL,Daphne, 1410 US Hwy,1410
155,12-03-2021 02:24,18508894347,Jersey Mike's Subs,3.5,12,Delivery,USA,US,FL,Pace, 4792 Hwy,4792
156,12-03-2021 02:25,12518880999,Biryani Pot,4.5,32,Delivery,USA,US,AL,Mobile, 758 Downtowner,758
157,12-03-2021 02:25,18504952458,I Heart Bento,4.5,86,Delivery,USA,US,FL,Pensacola, 875 E 9 Mile,875
158,12-03-2021 02:25,12515091311,The Spiffy Fox,4.5,40,Delivery,USA,US,AL,Mobile, Monroe,1455
159,12-03-2021 02:25,18509681056,Porky's Pizza,2.5,12,Delivery,USA,US,FL,Cantonment, 500 N Highway,500
160,12-03-2021 02:25,12514445274,Papa's Place,4,34,Delivery,USA,US,AL,Daphne, 28691 US Hwy,28691
161,12-03-2021 02:25,18507830001,Marco's Pizza,3,13,Delivery,USA,US,FL,Milton, 4909 Hwy,4909
162,12-03-2021 02:25,12513750543,Manci's Antique Club,3.5,56,Delivery,USA,US,AL,Daphne, Main,1715
163,12-03-2021 02:25,12514089001,Aroy Thai Cuisine,4,55,Delivery,USA,US,AL,Mobile, Government,966
164,12-03-2021 02:25,18504663648,Taste of Jerusalem & More,4.5,183,Delivery,USA,US,FL,Pensacola, W Cervantes,2805
165,12-03-2021 02:25,12519900999,China Chef Restaurant,3.5,12,Delivery,USA,US,AL,Fairhope, 333 Greeno Rd,333
166,12-03-2021 02:25,18504789889,Great China,2.5,27,Delivery,USA,US,FL,Pensacola, 2170 W Nine Mile,2170
167,12-03-2021 02:25,12516547121,Smoothies N Things Spanish Fort,4.5,3,Delivery,USA,US,AL,Spanish Fort,30500,30500
168,12-03-2021 02:25,12516753030,Domino's Pizza,3.5,6,Delivery,USA,US,AL,Saraland, 924 Saraland Blvd,924
169,12-03-2021 02:25,18504741919,Goat Lips Chew & Brewhouse,4.5,96,Delivery,USA,US,FL,Pensacola, 2811 Copter,2811
170,12-03-2021 02:25,12515914842,Meat Boss - Cottage Hill,4.5,334,Delivery,USA,US,AL,Mobile, 5401 Cottage Hill,5401
171,12-03-2021 02:25,12516211112,Janino's Pizza,3.5,30,Delivery,USA,US,AL,Daphne, 28567 County Rd,28567
172,12-03-2021 02:25,12516212271,Mediterranean Sandwich Co,4.5,75,Delivery,USA,US,AL,Daphne, 6890 US Hwy,6890
173,12-03-2021 02:25,12519477393,Arby's,5,1,Delivery,USA,US,AL,Robertsdale, 22111 State Hwy,22111
174,12-03-2021 02:25,12514793278,Ashland Pub,4,69,Delivery,USA,US,AL,Mobile, 2453 Old Shell,2453
175,12-03-2021 02:25,12514590128,Broadstreet Cafe N Grill,5,1,Delivery,USA,US,AL,Mobile, N Broad,350
176,12-03-2021 02:25,12512830900,Marco's Pizza,5,1,Delivery,USA,US,AL,Mobile, N Florida,100
177,12-03-2021 02:25,12513417217,Roma Cafe,4.5,135,Delivery,USA,US,AL,Mobile, 7134 Airport,7134
178,12-03-2021 02:25,12513420024,Cortlandt's Pizza Pub,4,58,Delivery,USA,US,AL,Mobile, 4356 Old Shell,4356
179,12-03-2021 02:25,12516264065,Roll & Go Sushi Asian Kitchen,4,10,Delivery,USA,US,AL,Daphne,1410,1410
180,12-03-2021 02:25,12518002360,Its All Greek to Me,3.5,52,Delivery,USA,US,AL,Fairhope, N Section,108
181,12-03-2021 02:25,18506268542,Arby's,4,5,Delivery,USA,US,FL,Milton, Caroline,6674
182,12-03-2021 02:25,12513751113,Von's Bistro,4,91,Delivery,USA,US,AL,Mobile, St Michael,69
183,12-03-2021 02:25,18506078575,Italy's Finest Pizzeria,4,63,Delivery,USA,US,FL,Pensacola, 6014 N 9th,6014
184,12-03-2021 02:25,18504801054,15:17 Cafe at Baptist,5,1,Delivery,USA,US,FL,Pensacola, 9400 University,9400
185,12-03-2021 02:25,12516336811,Panda Haven,3,26,Delivery,USA,US,AL,Mobile, 6300 Grelot,6300
186,12-03-2021 02:25,18509950459,Jimmy John's,3.5,4,Delivery,USA,US,FL,Pace, 4614 Highway,4614
187,12-03-2021 02:25,18503614888,Marco's Pizza,3,25,Delivery,USA,US,FL,Pensacola, 312 E 9 Mile,312
188,12-03-2021 02:25,12519906192,Yak The Kathmandu Kitchen,4.5,64,Delivery,USA,US,AL,Fairhope, 400 Eastern Shore Shopping,400
189,12-03-2021 02:25,12516257272,Papa John's Pizza,2,8,Delivery,USA,US,AL,Daphne, 29640 State Highway,29640
190,12-03-2021 02:25,18509946818,Panda Express,2,17,Delivery,USA,US,FL,Milton, 4880 Hwy,4880
191,12-03-2021 02:25,18508579119,Mr. Shawarma,4,76,Delivery,USA,US,FL,Pensacola, 6215-C N 9th,6215-C
192,12-03-2021 02:26,12513788083,Rice Asian Grill & Sushi Bar,4.5,112,Delivery,USA,US,AL,Mobile, 3964 Government,3964
193,12-03-2021 02:26,16788601139,Bapu's Food Stop,4.5,3,Delivery,USA,US,FL,Pensacola, 2741 W Fairfield,2741
194,12-03-2021 02:26,18504792882,Siam Thai Restaurant,3.5,117,Delivery,USA,US,FL,Pensacola, 6403 N 9th,6403
195,12-03-2021 02:26,18506260003,Domino's Pizza,3,9,Delivery,USA,US,FL,Milton, Caroline,6551
196,12-03-2021 02:26,18505644790,Santino's Pizza & Grinders,4,5,Delivery,USA,US,FL,Milton, 4745 Hwy,4745
197,12-03-2021 02:26,12513080796,Hart's Fried Chicken,4,5,Delivery,USA,US,AL,Mobile, 1866 Dauphin Island,1866
198,12-03-2021 02:26,12514472696,Jersey Mike's Subs,3.5,7,Delivery,USA,US,AL,Saraland, 31 Shell,31
199,12-03-2021 02:26,12516216820,Cicis,4,1,Delivery,USA,US,AL,Daphne, 6882 Hwy,6882
200,12-03-2021 02:26,12515819240,BJ's Restaurant & Brewhouse,4,145,Delivery,USA,US,AL,Mobile, 3748 Airport,3748
201,12-03-2021 02:26,18504772999,Yums Chinese Restaurant,3,50,Delivery,USA,US,FL,Pensacola, 1620 Airport,1620
202,12-03-2021 02:26,18509941666,Firehouse Subs,4.5,7,Delivery,USA,US,FL,Pace, 4367 Highway,4367
203,12-03-2021 02:26,18508897022,Panera Bread,3.5,20,Delivery,USA,US,FL,Pace, 4763 Highway,4763
204,12-03-2021 02:26,12512810801,Jason's Deli,4,54,Delivery,USA,US,AL,Mobile, 3756 Airport,3756
205,12-03-2021 02:26,12512871526,Wild Wing Station,4,19,Delivery,USA,US,AL,Mobile, Government,1500
206,12-03-2021 02:26,18504663772,Jersey Mike's Subs,5,1,Delivery,USA,US,FL,Pensacola, 1670 E Nine Mile,1670
207,12-03-2021 02:26,12516253066,Pizza Hut,2.5,6,Delivery,USA,US,AL,Spanish Fort, 10179 Eastern Shore,10179
208,12-03-2021 02:26,18504940073,Hungry Howie's Pizza & Subs,3.5,10,Delivery,USA,US,FL,Pensacola, 40 W Nine Mile,40
209,12-03-2021 02:26,12519290122,Panini Pete's,4,210,Delivery,USA,US,AL,Fairhope, 1/2 S Section,42
210,12-03-2021 02:26,12513331108,Lennys Grill & Subs,2.5,7,Delivery,USA,US,AL,Daphne, 9475 US Hwy,9475
211,12-03-2021 02:26,18504663300,Indian Grill,4,87,Delivery,USA,US,FL,Pensacola, North W,5800
212,12-03-2021 02:26,12516796259,Arbys,3,11,Delivery,USA,US,AL,Satsuma, 6109 Hwy,6109
213,12-03-2021 02:26,12516211635,Lennys Grill and Subs,3.5,15,Delivery,USA,US,AL,Daphne, 2020 Hwy,2020
214,12-03-2021 02:26,12516349820,Ollie's Mediterranean Grill,3.5,104,Delivery,USA,US,AL,Mobile, 1248 Hillcrest,1248
215,12-03-2021 02:26,12516615100,Benja's Thai & Sushi Restaurant,4,81,Delivery,USA,US,AL,Mobile, 1281 Hillcrest,1281
216,12-03-2021 02:26,12513082131,Mediterranean Sandwich Co,4.5,42,Delivery,USA,US,AL,Mobile, 3702 Airport,3702
217,12-03-2021 02:26,18506191563,Popeyes Louisiana Kitchen,2,14,Delivery,USA,US,FL,Pace, 4538 US 90,4538
218,12-03-2021 02:26,12519904005,Rotolo's Pizzeria,3.5,45,Delivery,USA,US,AL,Fairhope, 100 Eastern Shore Shopping,100
219,12-03-2021 02:26,18505121480,BJ's Restaurant & Brewhouse,3.5,196,Delivery,USA,US,FL,Pensacola, 5108 N 9th,5108
220,12-03-2021 02:26,12516798914,KFC,3,4,Delivery,USA,US,AL,Saraland, 815 Highway 43,815
221,12-03-2021 02:26,18504691432,East Hill Market,4.5,36,Delivery,USA,US,FL,Pensacola, 1216 N 9th,1216
